ymd,hm,ta,weekday,weekend,max_power,spring,summer,autoum,winter,CDD,HDD,multiple_season
2020-05-04,68.79506172839507,17.746278659611995,1,0,57080.0,1,0,0,0,0.32108465608465764,0.0,-6495.413816183967
2020-05-05,83.06252204585537,15.210758377425044,0,1,56310.0,1,0,0,0,0.0,2.8155555555555587,-10065.385599474443
2020-05-06,48.00714285714285,20.96679894179894,1,0,61479.0,1,0,0,0,0.767795414462082,0.0,-5915.040937118669
2020-05-07,35.116931216931214,20.343077601410936,1,0,62127.0,1,0,0,0,0.1369708994709029,0.0,-5263.365558480005
2020-05-08,39.472134038800704,22.120220458553792,1,0,62506.0,1,0,0,0,0.0,0.34287477954144663,-6741.9695557375835
2020-05-09,93.68659611992943,16.844276895943565,0,1,55520.0,1,0,0,0,0.0,2.578276014109349,-12852.528948144012
2020-05-10,86.40026455026455,14.507425044091711,0,1,54608.0,1,0,0,0,0.0,3.1342151675485006,-12229.35115910339
2020-05-11,52.10114638447972,18.387680776014108,1,0,61467.0,1,0,0,0,0.0,0.7499867724867713,-4860.74973358013
2020-05-12,51.874514991181655,16.413077601410933,1,0,61820.0,1,0,0,0,0.0,2.0699779541446226,-3958.377034844537
2020-05-13,37.6925925925926,18.13963844797178,1,0,61203.0,1,0,0,0,0.0,2.8025352733686066,-4760.661104044364
2020-05-14,25.39867724867725,24.317821869488537,1,0,62498.0,1,0,0,0,0.030379188712522875,0.0,-3380.4753949735336
2020-05-15,91.29850088183422,15.454118165784832,1,0,64508.0,1,0,0,0,0.0,0.7191622574955936,-2746.191298053486
2020-05-16,88.30255731922398,16.820440917107582,0,1,54733.0,1,0,0,0,0.0,0.7286463844797169,-10255.206784699178
2020-05-17,79.08915343915345,20.158024691358023,0,1,55310.0,1,0,0,0,1.6078835978835997,0.0,-10359.665183268757
2020-05-18,76.1526455026455,20.77663139329806,1,0,65700.0,1,0,0,0,1.0625308641975302,0.0,-2184.0550797742626
2020-05-19,85.0141975308642,13.458015873015874,1,0,63817.0,1,0,0,0,0.0,4.216265432098766,-5457.225097388888
2020-05-20,60.8673721340388,16.722566137566137,1,0,61065.0,1,0,0,0,0.0,3.895229276895943,-5154.033780050842
2020-05-21,63.13518518518519,18.685264550264552,1,0,61329.0,1,0,0,0,0.0,2.276719576719575,-4926.647922157701
2020-05-22,55.28289241622575,22.282795414462083,1,0,61067.0,1,0,0,0,0.1483906525573211,0.0,-4619.769513400046
2020-05-23,72.41754850088184,19.522134038800704,0,1,54830.0,1,0,0,0,1.0418430335097,0.0,-11050.385724386624
2020-05-24,84.69338624338624,16.769814814814815,0,1,54457.0,1,0,0,0,0.0,0.6055158730158752,-12595.921898591583
2020-05-25,67.00617283950618,19.90287477954145,1,0,62174.0,1,0,0,0,0.0,1.0875132275132273,-4021.888008301593
2020-05-26,62.71737213403881,20.320238095238096,1,0,62836.0,1,0,0,0,0.045551146384479324,0.0,-3335.2326285359886
2020-05-27,57.94761904761905,19.598703703703706,1,0,61192.0,1,0,0,0,0.08980599647266274,0.0,-5407.41476771345
2020-05-28,50.54532627865961,22.21077601410935,1,0,61697.0,1,0,0,0,0.0,0.3531040564373882,-4383.48133201166
2020-05-29,46.511552028218695,24.990758377425045,1,0,61765.0,1,0,0,0,1.5140961199294551,0.0,-4214.052043890522
2020-05-30,57.65229276895944,21.40610229276896,0,1,54866.0,1,0,0,0,2.9492768959435622,0.0,-12743.314582071893
2020-05-31,70.62804232804234,20.218977072310405,0,1,53975.0,1,0,0,0,2.165559964726633,0.0,-14289.044379520026
2020-06-01,45.42666666666666,21.99533333333333,1,0,62505.0,0,1,0,0,1.1400000000000006,0.0,-4447.891977786008
2020-06-02,45.09333333333333,21.708,1,0,64274.0,0,1,0,0,0.0,0.2736666666666707,-1944.6038673979378
2020-06-03,55.92,26.043333333333333,1,0,66004.0,0,1,0,0,3.777000000000001,0.0,-1154.5777355740956
2020-06-04,66.71333333333334,24.464666666666663,1,0,67908.0,0,1,0,0,4.280333333333331,0.0,-1189.5764229364572
2020-06-05,53.75333333333333,26.66533333333333,1,0,67093.0,0,1,0,0,4.806666666666665,0.0,-3379.8365562971953
2020-06-06,68.61333333333333,23.486,0,1,57796.0,0,1,0,0,5.174333333333333,0.0,-13356.72827760686
2020-06-07,76.92666666666666,21.67866666666667,0,1,56738.0,0,1,0,0,4.307333333333332,0.0,-13056.335432577303
2020-06-08,46.32,29.76,1,0,70986.0,0,1,0,0,6.373666666666665,0.0,-306.2824636292794
2020-06-09,39.193333333333335,31.268666666666668,1,0,73065.0,0,1,0,0,7.579999999999998,0.0,1287.0536895786595
2020-06-10,53.1,29.54666666666667,1,0,75247.0,0,1,0,0,7.794666666666664,0.0,1945.057601208477
2020-06-11,54.31333333333333,29.634000000000004,1,0,72458.0,0,1,0,0,7.468,0.0,699.0702709468469
2020-06-12,71.82666666666667,24.845333333333333,1,0,71925.0,0,1,0,0,4.815000000000001,0.0,118.90247245400906
2020-06-13,62.03333333333334,26.825333333333333,0,1,61765.0,0,1,0,0,7.088333333333331,0.0,-8527.12123677052
2020-06-14,75.17333333333333,21.883333333333333,0,1,58071.0,0,1,0,0,5.609999999999999,0.0,-10635.884367516515
2020-06-15,48.66666666666667,25.609333333333336,1,0,68945.0,0,1,0,0,3.8689999999999998,0.0,708.4202926158669
2020-06-16,50.31333333333333,27.47733333333333,1,0,70355.0,0,1,0,0,5.046666666666667,0.0,1504.8601312732217
2020-06-17,50.04,26.106,1,0,71113.0,0,1,0,0,4.677666666666667,0.0,2380.175824966035
2020-06-18,64.26,23.576,1,0,68208.0,0,1,0,0,3.6980000000000004,0.0,745.8444958634987
2020-06-19,50.486666666666665,28.081333333333333,1,0,67881.0,0,1,0,0,5.846333333333334,0.0,629.7793134892981
2020-06-20,72.00666666666666,23.556,0,1,58749.0,0,1,0,0,5.472999999999999,0.0,-8978.790379125947
2020-06-21,63.53333333333333,25.480666666666668,0,1,58769.0,0,1,0,0,6.804333333333332,0.0,-9902.680702703721
2020-06-22,35.04666666666667,32.526666666666664,1,0,74046.0,0,1,0,0,8.481666666666666,0.0,3551.588877958354
2020-06-23,54.18666666666667,28.244,1,0,74580.0,0,1,0,0,7.402666666666665,0.0,4242.054704421681
2020-06-24,79.61333333333333,22.334666666666667,1,0,71085.0,0,1,0,0,4.891333333333332,0.0,3245.3111722391195
2020-06-25,89.22,21.62933333333333,1,0,70436.0,0,1,0,0,2.954333333333331,0.0,3228.391098229893
2020-06-26,70.62666666666667,24.528,1,0,67237.0,0,1,0,0,3.8276666666666657,0.0,2302.2136486457966
2020-06-27,78.28,23.60533333333333,0,1,59168.0,0,1,0,0,5.534999999999997,0.0,-6639.208607004246
2020-06-28,76.72,23.968666666666667,0,1,58627.0,0,1,0,0,6.014333333333333,0.0,-7921.499279758598
2020-06-29,68.79333333333334,25.296666666666667,1,0,71590.0,0,1,0,0,4.283000000000001,0.0,5420.959955425639
2020-06-30,75.94,21.380666666666663,1,0,67390.0,0,1,0,0,2.1326666666666654,0.0,2804.4827145071995
2020-07-01,68.5142857142857,23.622967772967773,1,0,67510.0,0,1,0,0,2.916317941317942,0.0,3231.928265362491
2020-07-02,59.49497354497354,26.97400833734167,1,0,70435.0,0,1,0,0,4.794169472502809,0.0,4743.104157810334
2020-07-03,59.956790123456784,24.76989417989418,1,0,69956.0,0,1,0,0,4.2461744428411095,0.0,3680.5081639842865
2020-07-04,78.83439153439153,21.650546737213404,0,1,58241.0,0,1,0,0,3.702433862433864,0.0,-5937.432578550333
2020-07-05,76.28500881834215,22.995176366843037,0,1,58879.0,0,1,0,0,4.399206349206352,0.0,-5946.920311644012
2020-07-06,69.10282186948854,26.741984126984125,1,0,73331.0,0,1,0,0,5.553447971781303,0.0,7219.2316051186845
2020-07-07,68.29144620811287,26.829091710758377,1,0,72265.0,0,1,0,0,6.3306613756613785,0.0,6575.761083342687
2020-07-08,62.82045855379189,27.753430335097,1,0,74371.0,0,1,0,0,6.156437389770723,0.0,6704.504134920884
2020-07-09,58.78800705467373,29.319118165784836,1,0,75675.0,0,1,0,0,6.912297178130512,0.0,7158.556565640436
2020-07-10,72.63880070546737,26.914462081128747,1,0,72503.0,0,1,0,0,7.0082363315696625,0.0,5687.173568682458
2020-07-11,71.45925925925926,26.042451499118165,0,1,61501.0,0,1,0,0,7.070220458553791,0.0,-4433.170177705806
2020-07-12,92.0358024691358,20.91314814814815,0,1,58411.0,0,1,0,0,3.828271604938273,0.0,-4687.017532320594
2020-07-13,91.38562610229276,20.341384479717814,1,0,68771.0,0,1,0,0,1.4595855379188727,0.0,7943.795396822603
2020-07-14,80.3305114638448,21.389894179894178,1,0,68457.0,0,1,0,0,1.8330511463844772,0.0,7608.1361630287665
2020-07-15,69.64144620811288,23.609462081128747,1,0,68952.0,0,1,0,0,3.1281481481481492,0.0,7560.595339667163
2020-07-16,62.40917107583774,26.918509700176365,1,0,70509.0,0,1,0,0,5.008514109347445,0.0,9379.634859638514
2020-07-17,62.353527336860665,27.8836860670194,1,0,71418.0,0,1,0,0,5.885687830687832,0.0,8248.20796248638
2020-07-18,75.43403880070547,23.9863315696649,0,1,61204.0,0,1,0,0,5.605291005291008,0.0,-1357.734541350179
2020-07-19,81.01437389770723,26.20959435626102,0,1,62377.0,0,1,0,0,6.108778659611993,0.0,-1549.1459855845487
2020-07-20,91.8058201058201,23.845440917107585,1,0,73800.0,0,1,0,0,6.290961199294529,0.0,9391.841152617497
2020-07-21,63.13650793650793,27.852513227513228,1,0,74450.0,0,1,0,0,6.826798941798941,0.0,10905.11974196405
2020-07-22,91.9473544973545,23.660696649029983,1,0,74111.0,0,1,0,0,4.671075837742507,0.0,11695.628239412028
2020-07-23,93.48756613756616,22.13090828924162,1,0,72543.0,0,1,0,0,3.2961596119929446,0.0,11597.399904220563
2020-07-24,85.43439153439152,22.24062610229277,1,0,69401.0,0,1,0,0,3.7292460317460296,0.0,9732.001472094482
2020-07-25,83.470987654321,23.03074074074074,0,1,59890.0,0,1,0,0,5.243214285714288,0.0,-561.0919323294984
2020-07-26,86.823721340388,23.301763668430333,0,1,60578.0,0,1,0,0,5.6918783068783085,0.0,233.71224392791646
2020-07-27,86.09065255731922,24.51069664902998,1,0,73006.0,0,1,0,0,5.290282186948858,0.0,10716.154992708209
2020-07-28,85.93192239858907,25.455202821869488,1,0,73747.0,0,1,0,0,6.007548500881832,0.0,10771.803553713358
2020-07-29,93.8526455026455,24.6528835978836,1,0,73525.0,0,1,0,0,6.188236331569662,0.0,11002.182670854276
2020-07-30,82.00246913580247,26.34873015873016,1,0,72981.0,0,1,0,0,6.860039682539686,0.0,9547.854453568923
2020-07-31,75.72460317460317,28.71485890652557,1,0,72400.0,0,1,0,0,8.027270723104056,0.0,8006.208150358832
2020-08-01,87.66719576719576,25.485802469135805,0,1,62900.0,0,1,0,0,7.859664902998237,0.0,-3396.9792898103033
2020-08-02,87.31772486772486,25.86738095238095,0,1,62345.0,0,1,0,0,8.155335097001764,0.0,-5251.401713450043
2020-08-03,83.47283950617285,26.890881834215165,1,0,68035.0,0,1,0,0,8.069276895943567,0.0,5836.127515231241
2020-08-04,75.71252204585538,29.344744268077605,1,0,71617.0,0,1,0,0,9.476543209876542,0.0,8348.394805816788
2020-08-05,85.75626102292769,27.56,1,0,72543.0,0,1,0,0,8.882279541446202,0.0,9386.60363696193
2020-08-06,92.75291005291004,24.911128747795416,1,0,73160.0,0,1,0,0,6.843897707231044,0.0,9111.853159394961
2020-08-07,89.04779541446209,24.3176278659612,1,0,72986.0,0,1,0,0,5.921358024691358,0.0,11509.832057257143
2020-08-08,91.38465608465609,24.12268959435626,0,1,64649.0,0,1,0,0,6.0884126984127,0.0,1429.3536067103714
2020-08-09,86.54497354497354,26.45463844797178,0,1,65302.0,0,1,0,0,8.11544532627866,0.0,2367.783080063081
2020-08-10,88.57883597883598,26.892813051146383,1,0,80229.0,0,1,0,0,8.216798941798942,0.0,13487.800299271787
2020-08-11,83.32364672364673,26.511324786324785,1,0,79148.0,0,1,0,0,7.348775267941935,0.0,14253.443710181376
2020-08-12,77.26375661375661,29.18992063492064,1,0,82122.0,0,1,0,0,8.820242504409173,0.0,16930.131856969223
2020-08-13,72.3120811287478,30.45089065255732,1,0,83777.0,0,1,0,0,10.044369488536155,0.0,16205.542511967877
2020-08-14,74.92134038800705,29.80706349206349,1,0,82639.0,0,1,0,0,9.861366843033512,0.0,9516.407423491179
2020-08-15,83.41472663139331,27.76627865961199,0,1,72195.0,0,1,0,0,9.526309523809523,0.0,367.3984805413993
2020-08-16,80.0826278659612,28.13641975308642,0,1,70452.0,0,1,0,0,9.649603174603175,0.0,-867.51603316808
2020-08-17,68.58271604938271,30.14889770723104,1,0,78553.0,0,1,0,0,9.876366843033509,0.0,9270.619427622041
2020-08-18,59.92186948853615,31.292001763668438,1,0,86324.0,0,1,0,0,9.744175485008817,0.0,13778.717391511247
2020-08-19,59.61234567901234,31.5052733686067,1,0,86698.0,0,1,0,0,9.430577601410931,0.0,13620.21145872513
2020-08-20,60.60493827160494,31.566931216931216,1,0,86967.0,0,1,0,0,9.669673721340388,0.0,13879.32161608122
2020-08-21,66.15617283950617,30.545132275132275,1,0,84425.0,0,1,0,0,9.077089947089945,0.0,13588.956310803193
2020-08-22,73.17883597883598,28.0710405643739,0,1,69559.0,0,1,0,0,7.878218694885362,0.0,43.567823311893335
2020-08-23,71.66067019400353,26.87769841269841,0,1,68538.0,0,1,0,0,8.184182607515943,0.0,-3017.8246063160577
2020-08-24,60.17037037037037,31.09778659611993,1,0,85076.0,0,1,0,0,8.931005291005292,0.0,9586.490529111705
2020-08-25,58.12751322751323,32.41497354497355,1,0,88574.0,0,1,0,0,10.564109347442681,0.0,12646.599824630046
2020-08-26,66.27918871252206,30.82834215167549,1,0,89091.0,0,1,0,0,10.736944444444443,0.0,12328.434134298564
2020-08-27,77.37239858906526,28.895881834215167,1,0,84961.0,0,1,0,0,9.57585537918871,0.0,9058.708133370474
2020-08-28,75.09726631393298,29.677477954144624,1,0,85677.0,0,1,0,0,9.838390652557315,0.0,9373.378321697008
2020-08-29,81.29188712522046,28.41664021164021,0,1,72836.0,0,1,0,0,8.696274250440915,0.0,-3309.598505775636
2020-08-30,85.8910934744268,27.289708994708995,0,1,71466.0,0,1,0,0,9.237539682539683,0.0,-5350.280948551104
2020-08-31,70.44188712522046,29.11652557319224,1,0,82673.0,0,1,0,0,8.838015873015873,0.0,5397.972122000251
2020-09-01,66.54666666666667,28.55933333333333,1,0,82036.0,0,0,1,0,8.210666666666668,0.0,7211.232160938116
2020-09-02,89.19333333333334,24.96533333333333,1,0,81356.0,0,0,1,0,6.1683333333333294,0.0,6802.565866954521
2020-09-03,66.53333333333333,25.024,1,0,74636.0,0,0,1,0,4.770333333333333,0.0,4131.3890712034245
2020-09-04,46.56,26.564,1,0,73772.0,0,0,1,0,5.341333333333331,0.0,6166.051810347385
2020-09-05,62.78666666666667,25.247333333333334,0,1,61835.0,0,0,1,0,4.553999999999995,0.0,-4352.192163396308
2020-09-06,80.24666666666667,21.696666666666665,0,1,59566.0,0,0,1,0,3.3109999999999964,0.0,-7052.941267194257
2020-09-07,94.42666666666666,19.927333333333333,1,0,69547.0,0,0,1,0,1.1723333333333343,0.0,3969.338032813843
2020-09-08,62.013333333333335,25.72,1,0,73153.0,0,0,1,0,5.621333333333332,0.0,5663.023280445266
2020-09-09,69.73333333333333,22.380000000000003,1,0,71515.0,0,0,1,0,3.706666666666667,0.0,3190.5477893155276
2020-09-10,60.64666666666667,25.880666666666663,1,0,72738.0,0,0,1,0,4.3843333333333305,0.0,1579.19498128426
2020-09-11,58.82000000000001,24.87333333333333,1,0,73473.0,0,0,1,0,4.629666666666669,0.0,-3339.909748516377
2020-09-12,87.13333333333334,20.343333333333334,0,1,60966.0,0,0,1,0,1.7566666666666677,0.0,-15500.397180754662
2020-09-13,72.56,21.958,0,1,59480.0,0,0,1,0,3.222666666666669,0.0,-10092.621728255079
2020-09-14,65.21333333333334,24.35933333333333,1,0,70702.0,0,0,1,0,2.878999999999998,0.0,2055.052246391262
2020-09-15,57.67999999999999,25.968666666666667,1,0,73146.0,0,0,1,0,4.459666666666664,0.0,4355.766125743277
2020-09-16,81.64666666666668,22.478,1,0,73144.0,0,0,1,0,4.238333333333333,0.0,3741.008465184593
2020-09-17,60.513333333333335,22.915333333333333,1,0,71725.0,0,0,1,0,3.3586666666666645,0.0,2186.4373806368185
2020-09-18,53.36,23.89933333333333,1,0,68259.0,0,0,1,0,3.460000000000001,0.0,1241.2469724106684
2020-09-19,62.78,20.954,0,1,59888.0,0,0,1,0,2.5573333333333323,0.0,-7407.292522989922
2020-09-20,59.23333333333333,19.72266666666667,0,1,58261.0,0,0,1,0,1.5203333333333333,0.0,-12208.519040124393
2020-09-21,53.67333333333333,20.895333333333333,1,0,67626.0,0,0,1,0,0.3473333333333315,0.0,-4031.670751535351
2020-09-22,49.086666666666666,22.294666666666664,1,0,68157.0,0,0,1,0,1.6273333333333326,0.0,-3321.8466339721144
2020-09-23,52.15333333333333,22.538666666666664,1,0,68298.0,0,0,1,0,0.9196666666666644,0.0,-2562.560278893929
2020-09-24,51.93333333333334,23.788666666666664,1,0,69151.0,0,0,1,0,2.3213333333333352,0.0,-1631.755941399134
2020-09-25,55.42666666666666,23.634666666666668,1,0,67826.0,0,0,1,0,1.7123333333333335,0.0,-47.86103059641687
2020-09-26,58.9,20.168,0,1,59397.0,0,0,1,0,1.2100000000000009,0.0,-8114.823992987993
2020-09-27,69.45333333333333,20.182,0,1,58397.0,0,0,1,0,1.2956666666666656,0.0,-8900.972702226065
2020-09-28,58.64,21.704,1,0,66036.0,0,0,1,0,1.5353333333333339,0.0,-112.7745896221436
2020-09-29,63.4,20.600666666666665,1,0,60187.0,0,0,1,0,0.5459999999999994,0.0,-1980.4723985421424
2020-09-30,74.41333333333333,20.566,0,1,51986.0,0,0,1,0,1.3413333333333313,0.0,-5644.521033949122
2020-10-01,73.66560846560847,19.078386243386245,0,1,48946.0,0,0,1,0,1.1560802469135822,0.0,-6893.412884041339
2020-10-02,78.62971781305114,20.0405114638448,0,1,51651.0,0,0,1,0,1.4430246913580262,0.0,-9290.881811916219
2020-10-03,73.65970017636684,20.596437389770724,0,1,53653.0,0,0,1,0,2.017473544973548,0.0,-11846.251566938332
2020-10-04,70.83703703703704,17.562081128747796,0,1,55638.0,0,0,1,0,0.0,0.8295723104056449,-11316.222194406879
2020-10-05,53.47222222222222,15.712063492063493,1,0,65238.0,0,0,1,0,0.0,4.155238095238094,-1323.8710774721885
2020-10-06,49.67865961199295,16.091649029982364,1,0,66935.0,0,0,1,0,0.0,3.785295414462082,-1520.9083634154254
2020-10-07,50.50961199294533,18.686869488536157,1,0,66722.0,0,0,1,0,0.0,2.1051190476190484,-3277.116357151379
2020-10-08,41.748589065255736,19.560229276895942,1,0,66261.0,0,0,1,0,0.0,0.9750132275132266,-4131.241557676733
2020-10-09,52.03068783068783,19.32456790123457,0,1,62608.0,0,0,1,0,0.0,0.6926940035273361,-4299.109488455016
2020-10-10,58.49603174603174,18.519232804232804,0,1,57877.0,0,0,1,0,0.0,1.4645502645502653,-10100.035959553152
2020-10-11,76.88236331569664,17.1647442680776,0,1,57139.0,0,0,1,0,0.0,1.5164197530864207,-11225.752069959544
2020-10-12,63.08853615520282,17.821922398589063,1,0,67195.0,0,0,1,0,0.0,0.7801058201058204,-384.1720533112857
2020-10-13,48.51402116402116,15.297328042328044,1,0,67755.0,0,0,1,0,0.0,4.179250440917109,-1129.5329247706504
2020-10-14,46.73818342151676,14.38936507936508,1,0,67364.0,0,0,1,0,0.0,4.214007936507937,-3265.0417476791827
2020-10-15,45.112257495590825,14.453677248677248,1,0,67771.0,0,0,1,0,0.0,5.556402116402117,-2949.6775196421904
2020-10-16,65.59514991181658,14.074347442680777,1,0,67349.0,0,0,1,0,0.0,6.005842151675484,-3787.679680467335
2020-10-17,59.62442680776014,15.01148148148148,0,1,59231.0,0,0,1,0,0.0,4.762817460317461,-10222.787232407005
2020-10-18,65.36172839506173,14.182804232804234,0,1,57306.0,0,0,1,0,0.0,4.940317460317461,-12164.013485874579
2020-10-19,64.66146384479718,16.24082892416226,1,0,67545.0,0,0,1,0,0.0,3.665335097001762,-1588.7701110313492
2020-10-20,57.79779541446208,16.636437389770723,1,0,67824.0,0,0,1,0,0.0,3.377813051146383,-827.2465059822689
2020-10-21,70.63236331569664,16.34437389770723,1,0,68454.0,0,0,1,0,0.0,4.362283950617282,-1187.8391100868766
2020-10-22,55.49911816578484,14.044250440917107,1,0,68374.0,0,0,1,0,0.0,4.119391534391536,-1614.9733127187433
2020-10-23,46.32072310405644,10.73115520282187,1,0,67147.0,0,0,1,0,0.0,7.5751499118165775,-2858.239499835466
2020-10-24,45.82486772486772,11.444982363315695,0,1,59213.0,0,0,1,0,0.0,8.447857142857142,-10694.603407574064
2020-10-25,57.71084656084656,14.634276895943565,0,1,57288.0,0,0,1,0,0.0,5.748589065255732,-11373.05010965474
2020-10-26,61.74153439153439,14.592089947089947,1,0,67680.0,0,0,1,0,0.0,5.399351851851849,-2631.268914949552
2020-10-27,65.65608465608466,15.383694885361551,1,0,67660.0,0,0,1,0,0.0,4.6401455026455025,-2498.3327382273656
2020-10-28,43.11402116402117,14.515617283950617,1,0,66752.0,0,0,1,0,0.0,3.905264550264551,-2641.314255961294
2020-10-29,43.40740740740741,12.61835978835979,1,0,67410.0,0,0,1,0,0.0,7.5872266313933,-3470.5449224790627
2020-10-30,50.497178130511465,13.736701940035273,1,0,66037.0,0,0,1,0,0.0,6.611962081128748,-3845.5830035960525
2020-10-31,59.67883597883598,14.33504409171076,0,1,57719.0,0,0,1,0,0.0,5.745533509700177,-12550.297837189737
2020-11-01,92.26666666666668,13.736666666666668,0,1,56822.0,0,0,1,0,0.0,4.775,-13918.087818924443
2020-11-02,46.7,11.843333333333334,1,0,66720.0,0,0,1,0,0.0,5.826666666666666,-3912.426790770325
2020-11-03,42.66666666666667,7.006666666666666,1,0,69570.0,0,0,1,0,0.0,11.906666666666666,-2136.380746207199
2020-11-04,35.86666666666667,9.169999999999998,1,0,69231.0,0,0,1,0,0.0,12.015,-2461.24102013241
2020-11-05,47.3,14.326666666666668,1,0,68907.0,0,0,1,0,0.0,9.073333333333334,-2706.987530745223
2020-11-06,57.46666666666666,11.206666666666669,1,0,69596.0,0,0,1,0,0.0,5.131666666666666,-2257.795649409425
2020-11-07,59.16666666666666,14.343333333333334,0,1,58540.0,0,0,1,0,0.0,3.3316666666666688,-11068.582076416993
2020-11-08,37.7,8.406666666666666,0,1,57536.0,0,0,1,0,0.0,9.145,-11745.240051489249
2020-11-09,32.93333333333333,9.556666666666668,1,0,69999.0,0,0,1,0,0.0,12.236666666666666,981.374654334842
2020-11-10,51.86666666666666,9.85,1,0,68974.0,0,0,1,0,0.0,9.671666666666667,285.36103278726114
2020-11-11,72.1,4.446666666666667,1,0,67978.0,0,0,1,0,0.0,8.338333333333333,321.34409002091206
2020-11-12,53.766666666666666,12.623333333333331,1,0,68035.0,0,0,1,0,0.0,7.43,1458.850807988069
2020-11-13,81.8,7.220000000000001,1,0,67716.0,0,0,1,0,0.0,6.243333333333332,-478.7459608063791
2020-11-14,60.3,14.503333333333334,0,1,58880.0,0,0,1,0,0.0,5.168333333333333,-10254.375686568756
2020-11-15,70.96666666666667,12.95,0,1,57577.0,0,0,1,0,0.0,6.155000000000001,-11453.209659210148
2020-11-16,51.7,16.956666666666667,1,0,68176.0,0,0,1,0,0.0,5.706666666666667,767.4746505875501
2020-11-17,66.36666666666667,18.51333333333333,1,0,69104.0,0,0,1,0,0.0,2.543333333333333,595.1414074666527
2020-11-18,89.4,17.893333333333334,1,0,69577.0,0,0,1,0,0.0,0.7533333333333339,1955.23493473812
2020-11-19,87.6,13.26,1,0,70929.0,0,0,1,0,0.0,3.8683333333333323,3145.664347721548
2020-11-20,69.96666666666667,4.73,1,0,71938.0,0,0,1,0,0.0,12.473333333333333,3426.438888731652
2020-11-21,63.133333333333326,10.23,0,1,60145.0,0,0,1,0,0.0,11.381666666666664,-8467.009223223953
2020-11-22,73.36666666666667,6.55,0,1,59216.0,0,0,1,0,0.0,11.7,-9462.873683313286
2020-11-23,49.5,4.529999999999999,1,0,73256.0,0,0,1,0,0.0,14.719999999999999,4039.9229518852403
2020-11-24,54.66666666666666,2.6533333333333333,1,0,74010.0,0,0,1,0,0.0,13.643333333333334,5428.39117299844
2020-11-25,52.4,9.8,1,0,72910.0,0,0,1,0,0.0,12.541666666666668,2288.9759645116387
2020-11-26,74.7,4.0,1,0,73822.0,0,0,1,0,0.0,11.375,3616.0356862744657
2020-11-27,50.6,6.220000000000001,1,0,73610.0,0,0,1,0,0.0,13.198333333333334,3629.4440285066403
2020-11-28,52.63333333333334,1.6166666666666665,0,1,63936.0,0,0,1,0,0.0,16.416666666666668,-8224.212080682086
2020-11-29,64.56666666666666,2.31,0,1,62184.0,0,0,1,0,0.0,16.956666666666667,-9690.336649905452
2020-11-30,47.46666666666667,4.266666666666668,1,0,77096.0,0,0,1,0,0.0,16.738333333333333,7387.933449525981
2020-12-01,26.9810405643739,6.382495590828924,1,0,76234.0,0,0,0,1,0.0,16.00143959435626,7460.518838080034
2020-12-02,48.56067019400353,1.6644708994708997,1,0,77746.0,0,0,0,1,0.0,14.137455908289242,7607.602412699889
2020-12-03,47.95026455026456,3.50689594356261,1,0,76928.0,0,0,0,1,0.0,15.436247795414463,7968.671546645415
2020-12-04,63.9379188712522,-1.1458730158730157,1,0,76940.0,0,0,0,1,0.0,17.0471164021164,7250.070762530854
2020-12-05,61.31014109347442,4.320855379188712,0,1,64579.0,0,0,0,1,0.0,15.595956790123456,-3578.7686467388467
2020-12-06,60.63395061728394,5.720908289241622,0,1,62338.0,0,0,0,1,0.0,13.726997354497355,-6158.185009948192
2020-12-07,78.02380952380953,2.246181657848324,1,0,78856.0,0,0,0,1,0.0,13.698800705467374,9396.632231827356
2020-12-08,40.37698412698413,4.20152557319224,1,0,78258.0,0,0,0,1,0.0,16.64462962962963,9692.243587209166
2020-12-09,65.68447971781305,-1.920873015873016,1,0,78568.0,0,0,0,1,0.0,16.786688712522047,10627.234970436028
2020-12-10,61.10723104056438,3.605731922398589,1,0,80521.0,0,0,0,1,0.0,11.724982363315696,11200.920208057123
2020-12-11,87.84717813051147,3.760132275132275,1,0,77691.0,0,0,0,1,0.0,11.695511463844799,6746.8064604963665
2020-12-12,41.55255731922399,4.193809523809524,0,1,64509.0,0,0,0,1,0.0,14.05620811287478,-3874.0528515676497
2020-12-13,68.74409171075837,1.224973544973545,0,1,63707.0,0,0,0,1,0.0,17.20731040564374,-6988.519667725729
2020-12-14,38.14691358024691,-3.449717813051146,1,0,84206.0,0,0,0,1,0.0,23.037420634920636,10590.338979725871
2020-12-15,36.14188712522046,-2.810326278659612,1,0,84732.0,0,0,0,1,0.0,23.85462081128748,10899.630812248906
2020-12-16,38.475,-2.5969708994708998,1,0,85132.0,0,0,0,1,0.0,23.43945105820106,12811.527511279084
2020-12-17,61.74206349206349,-6.873730158730158,1,0,84209.0,0,0,0,1,0.0,21.732857142857142,13850.974591777122
2020-12-18,75.30026455026456,-1.130652557319224,1,0,82923.0,0,0,0,1,0.0,18.082526455026454,8418.033050688347
2020-12-19,38.125485008818345,-2.2529541446208112,0,1,69652.0,0,0,0,1,0.0,21.651353615520282,-1439.340794387179
2020-12-20,48.87883597883598,-0.4284832451499118,0,1,66584.0,0,0,0,1,0.0,20.120970017636683,-3294.0224970274885
2020-12-21,70.2246913580247,-3.062804232804233,1,0,82928.0,0,0,0,1,0.0,17.89445767195767,12901.280977429302
